logged_in,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,146,0,0,1,1,0.03,0.06,255,5,0.02,0.06,0,0,1,1,anomaly
0,1,0,0,1,0.5,1,0,255,23,0.09,0.91,0.13,0,0.87,1,normal
0,149,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,348,0.09,0,0.9,1,0,1,255,1,0,1,0.07,0,0.91,1,anomaly
0,255,0.16,0,0.82,1,0,1,255,1,0,0.83,0.19,0,0.73,1,anomaly
0,2,0,0,0,0,1,0,8,26,1,0,0,0,0,0,anomaly
0,35,0.57,0.57,0.4,0.4,1,0,255,255,1,0,0.11,0.11,0.7,0.7,anomaly
1,1,0,0,0,0,1,0,2,155,1,0,0,0,0,0,normal
0,279,0,0,1,1,0.04,0.06,255,12,0.05,0.06,0,0,1,1,anomaly
1,6,0,0,0,0,1,0,24,254,1,0,0,0,0,0,normal
1,45,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,261,1,1,0,0,0.07,0.06,255,18,0.07,0.06,1,1,0,0,anomaly
0,487,0.04,0,0.96,1,0,1,255,1,0,1,0.02,0,0.98,1,anomaly
1,5,0,0,0,0,1,0,87,255,1,0,0,0,0,0,normal
1,7,0,0,0,0,1,0,27,255,1,0,0,0,0,0,normal
0,204,0,0,1,1,0.1,0.07,255,20,0.08,0.07,0,0,1,1,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,7,0,0,0,0,1,0,19,255,1,0,0,0,0,0,normal
0,13,0,0,0,0,0.85,0.15,255,24,0.09,0.45,0,0,0.36,0,normal
1,9,0,0,0,0,1,0,255,234,0.92,0.02,0,0,0.05,0,normal
0,458,0.14,0,0.86,1,0,1,255,1,0,0.91,0.12,0,0.88,1,anomaly
0,193,0,0,1,1,0.01,0.08,255,2,0.01,0.07,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,237,0.93,0.02,0,0,0,0,normal
0,270,0,0,1,1,0.07,0.06,255,18,0.07,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,28,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,215,0.84,0.02,0.27,0.32,0.01,0.01,anomaly
1,14,0,0,0,0,1,0,48,251,1,0,0,0,0,0,normal
0,412,0.18,0,0.79,1,0,1,255,1,0,0.95,0.15,0,0.83,1,anomaly
0,2,0,0,0,0,1,0,2,26,1,0,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,215,0,0,1,1,0.04,0.07,255,8,0.03,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,3,0.01,0.11,0,0,0.99,0,anomaly
1,1,0,0,0,0,1,0,255,17,0.07,0.02,0.6,0,0.02,0,anomaly
0,137,1,1,0,0,0.07,0.07,255,9,0.04,0.05,1,1,0,0,anomaly
0,193,1,1,0,0,0.07,0.08,255,14,0.05,0.09,1,1,0,0,anomaly
1,2,0,0,1,1,0.5,1,255,45,0.18,0.03,0,0,0.67,0.96,anomaly
1,1,0,0,0,0,1,0,234,50,0.21,0.02,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,21,0,0,0,0,1,0,51,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,255,144,0.56,0.03,0.27,0.47,0.11,0.09,anomaly
0,248,0,0,1,1,0.06,0.06,255,16,0.06,0.06,0,0,1,1,anomaly
0,379,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,243,0.95,0.02,0.27,0.28,0.01,0,anomaly
0,291,0,0,1,1,0.01,0.06,255,3,0.01,0.06,0,0,1,1,anomaly
1,11,0,0,0,0,1,0,41,255,1,0,0,0,0,0,normal
1,36,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,183,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,241,0,0,1,1,0.02,0.06,255,4,0.02,0.06,0,0,1,1,anomaly
0,242,0,0,1,1,0.07,0.06,255,17,0.07,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,11,37,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,104,0.41,0.02,0,0,0.01,0.03,anomaly
0,1,1,1,0,0,1,0,255,109,0.43,0.51,0.33,0.77,0.49,0,anomaly
1,1,0,0,0,0,1,0,10,255,1,0,0,0,0,0,normal
1,11,0.09,0.09,0,0,1,0,11,255,1,0,0.09,0,0,0,normal
1,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,18,255,1,0,0,0,0,0,normal
0,286,1,1,0,0,0.05,0.06,255,15,0.06,0.06,1,1,0,0,anomaly
0,264,0,0,1,1,0.08,0.06,255,20,0.08,0.06,0,0,1,1,anomaly
0,117,1,1,0,0,0.09,0.08,255,10,0.04,0.06,1,1,0,0,anomaly
0,248,0,0,1,1,0.02,0.06,255,5,0.02,0.07,0,0,1,1,anomaly
0,1,0,0,1,1,1,0,255,1,0,0.43,0,0,0.9,1,anomaly
1,7,0,0,0,0,1,0,143,255,1,0,0,0,0,0,normal
0,8,0,0,0,0,0.12,0.38,10,1,0.1,0.4,0,0,0,0,normal
0,166,0,0,1,1,0.05,0.07,255,9,0.04,0.06,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,32,0.13,0.02,0,0,0,0.03,anomaly
1,18,0,0,0,0,1,0,79,255,1,0,0,0,0,0,normal
0,231,0,0,1,1,0.03,0.07,255,7,0.03,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,13,0.05,0.83,0,0,0.82,0,anomaly
0,263,0,0,1,1,0.04,0.06,255,10,0.04,0.06,0,0,1,1,anomaly
0,3,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,10,0.04,0.16,0,0,0.94,0,anomaly
1,3,0,0,0,0,1,0,186,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,6,26,1,0,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,3,3,1,0,0,0,0,0,normal
1,15,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,509,0,0,0,0,1,0,255,131,0.51,0.02,0,0,0,0,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0.07,0.07,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,139,0,0,1,1,0.14,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
0,226,0,0,1,1,0.03,0.08,255,7,0.03,0.08,0,0,1,1,anomaly
0,210,1,1,0,0,0.02,0.06,255,4,0.02,0.07,1,1,0,0,anomaly
1,3,0,0,0,0,1,0,255,139,0.55,0.15,0,0,0.44,0,anomaly
0,1,1,1,0,0,1,0,23,1,0.04,1,1,1,0,0,anomaly
0,165,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,1,0,0,1,1,1,0,255,1,0,0.44,0,0,0.11,1,anomaly
0,1,0,0,0,0,1,0,255,199,0.78,0.03,0.33,0.43,0.12,0.07,anomaly
1,9,0.11,0.11,0.89,0.89,1,0,255,242,0.95,0.01,0.02,0.02,0.25,0.27,anomaly
0,108,1,1,0,0,1,0,255,255,1,0,0.64,0.64,0.33,0.33,anomaly
0,240,0,0,1,1,0.02,0.07,255,4,0.02,0.07,0,0,1,1,anomaly
0,34,0,0,0,0,0.03,0.91,255,1,0,0.7,0,0,0.02,0,anomaly
1,2,0,0,0,0,1,0,40,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,250,0.98,0.01,0,0,0,0,anomaly
0,91,0,0,0,0,0.01,1,255,1,0,1,0,0,0,0,anomaly
0,150,0,0,1,1,0.09,0.05,255,14,0.05,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,510,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,264,0,0,1,1,0.08,0.06,255,20,0.08,0.06,0,0,1,1,anomaly
1,3,0,0,0.33,0,0.67,0.67,255,149,0.58,0.13,0,0,0.4,0,anomaly
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,normal
0,114,0,0,1,1,0.02,0.06,255,2,0.01,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,11,0.04,0.06,0,0,0.95,0,normal
0,140,1,1,0,0,0.08,0.09,255,11,0.04,0.09,1,1,0,0,anomaly
1,20,0,0,0,0,1,0,146,255,1,0,0,0,0,0,normal
0,238,0,0,1,1,0.02,0.07,255,4,0.02,0.08,0,0,1,1,anomaly
1,40,0,0,0,0.02,1,0,50,255,1,0,0,0,0,0,normal
0,1,0,0.12,1,0.62,1,0,161,86,0.34,0.03,0.01,0,0.86,0.69,anomaly
0,392,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,124,0,0,1,1,0.07,0.06,255,9,0.04,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,10,10,1,0,0,0,0,0,anomaly
0,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,128,1,1,0,0,0.08,0.06,255,10,0.04,0.06,1,1,0,0,anomaly
0,508,0.13,0,0.87,1,0,1,255,1,0,1,0.18,0,0.82,1,anomaly
0,163,1,1,0,0,0.04,0.09,255,6,0.02,0.12,1,1,0,0,anomaly
0,4,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,247,0,0,1,1,0.06,0.06,255,14,0.05,0.07,0,0,1,1,anomaly
1,13,0,0,0,0,1,0,251,255,1,0,0,0,0,0,normal
0,1,0,0,1,0.57,1,0,173,86,0.34,0.03,0,0,0.89,0.7,anomaly
0,443,0.06,0,0.92,1,0,1,255,1,0,1,0,0,0.96,1,anomaly
1,12,0,0,1,1,1,0,255,255,1,0,0,0,0.05,0.05,anomaly
1,3,0,0,0,0,1,0,129,255,1,0,0,0,0,0,normal
0,120,0,0,1,1,0.08,0.06,255,10,0.04,0.05,0,0,1,1,anomaly
0,32,1,1,0,0,1,0,105,41,0.39,0.16,0.3,0.78,0.05,0,anomaly
0,32,1,1,0,0,0.38,0.06,255,13,0.05,0.05,0.83,0.92,0.02,0,anomaly
0,3,0,0,0,0,1,0,92,92,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,23,255,1,0,0,0,0,0,normal
1,10,0,0,0,0,1,0,10,255,1,0,0,0,0,0,normal
0,204,0,0,0,0,1,0,131,108,0.82,0.02,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,255,252,0.99,0.01,0,0,0.01,0.01,anomaly
0,232,0,0,1,1,0.02,0.07,255,5,0.02,0.07,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,73,255,1,0,0,0,0,0,normal
1,13,0,0,0,0,1,0,178,255,1,0,0,0,0,0,normal
0,1,0,0.09,1,0.82,1,0,121,83,0.32,0.04,0,0,0.91,0.71,anomaly
1,6,0,0,0,0,1,0,15,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,249,0.98,0.01,0,0,0,0,normal
0,2,0,0,0,0,1,0,222,14,0.06,0.07,0,0,0.01,0,normal
0,1,0,0,0,0,1,0,2,190,1,0,0,0,0,0,anomaly
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,74,0,0,0,0,0.01,0.55,255,1,0,0.85,0.09,0,0.47,0,anomaly
1,23,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,238,1,1,0,0,0.01,0.07,255,2,0.01,0.07,1,1,0,0,anomaly
1,15,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,66,0.26,0.02,0,0,0,0,normal
1,2,0,0,0,0,0.5,1,255,211,0.83,0.02,0,0,0.04,0,anomaly
0,1,0,0,1,0.86,1,0,140,85,0.33,0.04,0,0,0.89,0.69,anomaly
1,33,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,270,1,1,0,0,0.05,0.06,255,13,0.05,0.07,1,1,0,0,anomaly
1,3,0,0,0,0,1,0,255,138,0.54,0.15,0,0,0.44,0,anomaly
1,1,0,0,0,0,1,0,238,255,1,0,0,0,0,0,normal
0,221,0,0,1,1,0.05,0.06,255,11,0.04,0.07,0,0,1,1,anomaly
0,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,120,1,1,0,0,0.01,0.06,255,1,0,0.06,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,255,254,1,0.01,0,0,0.02,0.02,anomaly
1,51,0,0,0,0,1,0,112,255,1,0,0,0,0,0,normal
0,300,1,1,0,0,0.01,0.06,255,2,0.01,0.07,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,132,255,1,0,0,0,0,0,normal
0,140,0,0,0,0,0.01,0.01,8,2,0.25,0.62,0,0,0.12,0,anomaly
0,3,0,0,0,0,1,0,255,249,0.98,0.01,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,205,0.8,0.02,0,0,0.07,0,anomaly
1,14,0,0,0,0,1,0,125,243,1,0,0,0,0,0,normal
0,1,0,0,1,0.85,1,0,255,9,0.04,0.03,0.01,0,0.08,0.78,anomaly
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,172,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,205,2,0.01,0.03,0,0,0,0,anomaly
1,24,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,232,0,0,1,1,0,0.06,255,1,0,0.07,0,0,1,1,anomaly
0,4,0,0,1,1,0.25,1,255,38,0.15,0.03,0.01,0,0.67,1,anomaly
0,3,0,0,1,1,0.33,1,105,59,0.27,0.05,0.06,0,0.87,1,anomaly
1,1,0,0,0,0,1,0,205,149,0.64,0.02,0,0,0,0,normal
0,281,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,97,0,0,1,1,0.21,0.06,255,20,0.08,0.06,0,0,1,1,anomaly
1,63,0.03,0.03,0.97,0.97,1,0,255,253,0.99,0.01,0.01,0.01,0.31,0.31,anomaly
1,1,0,0,0,0,1,0,178,149,0.84,0.02,0,0,0,0,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,208,86,0.41,0.02,0,0,0,0,normal
1,2,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
0,458,0.15,0,0.85,1,0,1,255,1,0,0.89,0.15,0,0.85,1,anomaly
1,11,0,0,0,0,1,0,48,246,1,0,0,0,0,0,normal
1,14,0,0,0,0,1,0,14,133,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,217,0.85,0.02,0,0,0.02,0.03,anomaly
1,5,0,0,0,0,1,0,255,77,0.3,0.36,0,0.01,0.67,0.01,normal
0,2,0,0,1,1,0.5,1,49,61,0.29,0.1,0,0,0.92,0.98,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,5,255,1,0,0,0,0,0,normal
0,508,0.11,0,0.89,1,0,1,255,1,0,1,0.09,0,0.91,1,anomaly
1,2,0,0,0,0,1,0,67,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,143,126,0.87,0.02,0,0,0.07,0,anomaly
0,138,1,1,0,0,0.04,0.11,255,5,0.02,0.09,1,1,0,0,anomaly
0,118,1,1,0,0,0.01,0.06,255,1,0,0.06,1,1,0,0,anomaly
1,3,0,0,0,0,1,0,255,63,0.25,0.14,0,0,0.74,0,anomaly
0,6,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,normal
0,212,1,1,0,0,0.03,0.07,255,7,0.03,0.07,1,1,0,0,anomaly
1,14,0,0,0,0,1,0,239,255,1,0,0,0,0,0,normal
0,115,0,0,0,0,0.01,1,255,1,0,1,0,0,0,0,anomaly
1,10,0,0,0,0,1,0,107,107,1,0,0,0,0,0,normal
1,17,0,0,0,0,1,0,37,255,1,0,0,0,0,0,normal
0,171,1,1,0,0,0.09,0.06,255,15,0.06,0.06,1,1,0,0,anomaly
0,508,0.07,0,0.93,1,0,1,255,1,0,1,0.02,0,0.98,1,anomaly
0,233,0,0,1,1,0.03,0.07,255,7,0.03,0.07,0,0,1,1,anomaly
0,509,0,0,1,1,0,0.97,255,1,0,1,0,0,1,1,anomaly
1,2,0,0,1,1,0.5,1,92,59,0.25,0.05,0,0,0.89,1,anomaly
1,1,0,0,0,0,1,0,3,3,1,0,0,0,0,0,anomaly
1,2,0,0,0,0,1,0,255,178,0.7,0.14,0.01,0.01,0.27,0.01,normal
0,1,0,0,0,0,1,0,3,47,1,0,0,0,0,0,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,1,1,0,0,1,0,81,84,0.33,0.04,1,1,0,0,anomaly
1,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,224,0,0,1,1,0.01,0.06,255,2,0.01,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,10,0.04,0.02,0.31,0,0.14,0,anomaly
0,448,0.07,0,0.93,1,0,1,255,1,0,1,0.03,0,0.97,1,anomaly
0,1,0,0,1,1,1,0,255,42,0.16,0.02,0,0,0.15,0.81,anomaly
0,1,1,1,0,0,1,0,255,90,0.35,0.57,0.25,0.72,0.56,0,anomaly
1,1,0,0,0,0,1,0,255,119,0.47,0.03,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,187,0.73,0.03,0.33,0.45,0.12,0.07,anomaly
0,40,0,0,1,1,0.5,0.05,255,21,0.08,0.65,0,0,0.93,0.95,anomaly
0,1,0,0,1,1,1,0,183,1,0.01,0.66,0,0,0.66,1,anomaly
1,3,0,0,0,0,1,0,34,253,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,20,0.08,0.03,0,0,0.42,1,anomaly
1,19,0,0,0,0,1,0,105,255,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,335,0,0,0,0,0,1,255,1,0,1,0,0,0,0,anomaly
0,278,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,2,0,0,0,0,1,0,255,236,0.93,0.01,0,0,0,0,normal
1,31,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,162,161,0.99,0.01,0,0,0,0,anomaly
0,135,0,0,1,1,0.15,0.06,255,20,0.08,0.06,0,0,1,1,anomaly
0,110,0,0,1,1,0.15,0.07,255,17,0.07,0.06,0,0,1,1,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,7,5,0.71,0.29,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,254,1,0.01,0.01,0.01,0.01,0.01,anomaly
0,2,0,0,0.5,0.67,0.5,1,6,58,0.17,0.5,0,0.02,0.17,0.97,anomaly
1,29,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
0,73,1,1,0,0,1,0,255,255,1,0,0.36,0.36,0.64,0.64,anomaly
1,9,0,0,0,0,1,0,31,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,181,0.71,0.13,0,0,0.28,0,anomaly
0,128,1,1,0,0,0.02,0.07,255,3,0.01,0.06,1,1,0,0,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,122,1,1,0,0,0.06,0.07,255,7,0.03,0.07,1,1,0,0,anomaly
1,24,0,0,0,0,1,0,58,248,1,0,0,0,0,0,normal
0,216,0,0,1,1,0.07,0.07,255,16,0.06,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,8,255,1,0,0,0,0,0,normal
0,104,0,0,1,1,0.17,0.07,255,18,0.07,0.06,0,0,1,1,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,40,0.03,0.03,0.98,0.98,1,0,255,253,0.99,0.01,0.01,0.01,0.66,0.67,anomaly
1,21,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,0.5,1,255,235,0.92,0.01,0,0,0,0,normal
0,148,0,0,1,1,0.11,0.05,255,17,0.07,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,120,196,0.78,0.03,0,0,0.01,0.02,normal
0,1,1,1,0,0,1,0,26,84,0.31,0.12,1,1,0,0,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,45,255,1,0,0,0,0,0,normal
0,16,0,0,0,0,1,0,67,67,1,0,0,0,0,0,normal
1,34,0,0,0,0,1,0,102,255,1,0,0,0,0,0,normal
1,22,0.05,0.05,0.91,0.91,1,0,255,255,1,0,0,0,0.08,0.08,anomaly
1,1,0,0,0,0,1,0,255,29,0.11,0.02,0,0,0.4,0,anomaly
0,278,0,0,1,1,0.07,0.05,255,19,0.07,0.06,0,0,1,1,anomaly
1,33,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,216,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
1,41,0,0,1,1,1,0,255,254,1,0.01,0.01,0.01,0.55,0.56,anomaly
0,1,1,1,0,0,1,0,196,1,0.01,1,0.99,1,0,0,anomaly
1,1,0,0,0,0,1,0,255,18,0.07,0.02,0.79,0,0.02,0,normal
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,105,0.16,0,0.83,1,0.01,1,255,1,0,0.36,0.07,0,0.28,1,anomaly
1,3,0,0,0,0,1,0,255,48,0.19,0.16,0,0,0.79,0,anomaly
0,1,0,0,0,0,1,0,255,181,0.71,0.02,0,0,0.02,0.03,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,26,20,0.77,0.12,0,0,0,0,normal
0,1,0,0,0,0,1,0,1,33,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,14,255,1,0,0,0,0,0,normal
1,66,0,0,1,1,1,0,255,255,1,0,0,0,0.36,0.36,anomaly
1,26,0,0,1,1,1,0,255,255,1,0,0,0,0.46,0.46,anomaly
0,1,1,1,0,0,1,0,170,1,0.01,1,0.99,1,0,0,anomaly
0,101,0,0,1,1,0.05,0.08,255,5,0.02,0.06,0,0,1,1,anomaly
0,344,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,2,1,1,0,0,1,0,2,245,1,0,1,0.01,0,0,normal
0,266,0,0,1,1,0.03,0.06,255,8,0.03,0.06,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,5,21,1,0,0,0,0,0,anomaly
0,113,1,1,0,0,0.08,0.07,255,9,0.04,0.06,1,1,0,0,anomaly
0,47,0.04,0.04,0.96,0.96,1,0,255,253,0.99,0.01,0.02,0.02,0.73,0.73,anomaly
1,6,0,0,0,0,1,0,20,245,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,56,0.22,0.15,0,0,0.98,0.98,anomaly
0,67,1,1,0,0,1,0,255,255,1,0,0.4,0.4,0.6,0.6,anomaly
1,2,0,0,0,0,1,0,255,254,1,0.01,0,0,0.01,0.01,anomaly
0,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,289,1,1,0,0,0.03,0.06,255,8,0.03,0.07,1,1,0,0,anomaly
0,143,0,0,1,1,0.09,0.06,255,13,0.05,0.05,0,0,1,1,anomaly
0,43,0,0,1,1,0.21,0.09,255,57,0.22,0.11,0,0,0.99,1,anomaly
0,486,0.08,0,0.92,1,0,1,255,1,0,1,0.03,0,0.97,1,anomaly
1,1,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,72,54,0.75,0.04,0,0,0,0,normal
1,35,0,0,0,0,1,0,90,255,1,0,0,0,0,0,normal
0,127,0,0,0,0,0.01,1,255,1,0,0.78,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,34,25,0.74,0.12,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,147,0.58,0.02,0,0,0.02,0.03,anomaly
0,101,0,0,1,1,0.02,0.07,255,2,0.01,0.07,0,0,1,1,anomaly
0,228,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,26,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,237,1,1,0,0,0.02,0.07,255,4,0.02,0.07,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,95,96,0.41,0.05,0,0,0.17,0.52,anomaly
0,101,0,0,1,1,0.03,0.07,255,3,0.01,0.06,0,0,1,1,anomaly
0,249,0,0,1,1,0.04,0.06,255,9,0.04,0.06,0,0,1,1,anomaly
1,15,0,0,0,0,1,0,145,255,1,0,0,0,0,0,normal
0,9,1,1,0,0,1,0,255,245,0.96,0.01,0.1,0.11,0.56,0.59,anomaly
0,2,0,0,0,0,1,0,4,24,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
0,258,0,0,1,1,0.06,0.05,255,15,0.06,0.05,0,0,1,1,anomaly
0,138,0,0,1,1,0.12,0.06,255,17,0.07,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,136,0.53,0.02,0,0,0.17,0.02,anomaly
1,14,0,0,0,0,1,0,103,255,1,0,0,0,0,0,normal
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,157,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,113,14,0.05,0.02,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,69,24,0.19,0.1,0,0,0,0,anomaly
0,511,0.08,0,0.92,1,0,1,255,1,0,1,0.1,0,0.89,1,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,36,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,26,255,1,0,0,0.01,0,0,normal
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,26,0.19,0.19,0.81,0.81,1,0,255,255,1,0,0.02,0.02,0.62,0.62,anomaly
1,2,0,0,0,0,1,0,255,3,0.01,0.16,0,0,0.97,0,anomaly
1,9,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,1,1,1,0,255,252,0.99,0.01,0,0,0.03,0.03,anomaly
0,510,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,23,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,21,0,0,0,0,1,0,213,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,8,0.03,0.42,0.15,0,0.42,0,anomaly
1,1,0,0,0,0,1,0,90,177,0.79,0.04,0,0,0,0,normal
1,1,0,0,0,0,1,0,6,255,1,0,0,0,0,0,normal
